,start time,end time,job ID,task index,machine ID,CPU rate,canonical memory usage,assigned memory usage,unmapped page cache,total page cache,maximum memory usage,disk I/O time,local disk space usage,maximum CPU rate,maximum disk IO time,cycles per instruction,memory accesses per instruction,sample portion,aggregation type,sampled CPU usage,CPU ratio usage,memory ratio usage,disk ratio usage,Efficiency
2089480,1984069000000,1984200000000,6435157515,0,4868433228,0.0006827999999999999,0.0006285,0.02734,0.0001068,0.0002775,0.0016879999999999998,,0.0,0.006966,,,,0,1,0.0,0.0015606857142857142,0.003889232673267327,0.0,0.0018166394625176805
2543507,1984800000000,1985100000000,6435157515,0,4868433228,3.433e-05,0.0005579,0.03693,0.00011440000000000003,0.0003548,0.0005769999999999999,,0.0,0.0001659,,,,0,1,0.0,7.846857142857142e-05,0.003452351485148515,0.0,0.0011769400188590287
283593,1985400000000,1985700000000,6435157515,0,4868433228,3.719e-05,0.0005455,0.03693,0.00011440000000000003,0.0003548,0.0005579,,0.0,0.0002689,,,,0,1,0.0,8.500571428571429e-05,0.003375618811881188,0.0,0.0011535415087223007
441833,1985700000000,1986000000000,6435157515,0,4868433228,3.719e-05,0.0005436,0.03693,0.00011440000000000003,0.0003548,0.0005579,,0.0,0.00015930000000000002,,,,0,1,0.0,8.500571428571429e-05,0.003363861386138614,0.0,0.0011496223668081094
604179,1986000000000,1986300000000,6435157515,0,4868433228,3.433e-05,0.0005417000000000001,0.03693,0.00011440000000000003,0.0003548,0.0005502999999999999,,0.0,0.0002422,,,,0,1,0.0,7.846857142857142e-05,0.0033521039603960404,0.0,0.0011435241772748707
822033,1986300000000,1986600000000,6435157515,0,4868433228,3.815e-05,0.0005407,0.03693,0.00011440000000000003,0.0003548,0.0005436,,0.0,0.00030139999999999995,,,,0,1,0.0,8.719999999999999e-05,0.0033459158415841584,0.0,0.0011443719471947195
996166,1986600000000,1986900000000,6435157515,0,4868433228,3.624e-05,0.0005388,0.03693,0.0001163,0.0003567,0.0005465,,0.0,0.0002728,,,,0,1,0.0,8.283428571428571e-05,0.003334158415841584,0.0,0.00113899756718529
1187554,1986900000000,1987200000000,6435157515,0,4868433228,4.292e-05,0.0005341,0.03693,0.0001183,0.00035860000000000004,0.0005369,,0.0,0.0003147,,,,0,1,0.0,9.810285714285714e-05,0.003305074257425743,0.0,0.0011343923715228666
1364027,1987200000000,1987500000000,6435157515,0,4868433228,4.387e-05,0.0005312,0.03693,0.0001183,0.00035860000000000004,0.000536,,0.0,0.0002565,,,,0,1,0.0,0.00010027428571428571,0.0032871287128712874,0.0,0.0011291343328618576
1546525,1987500000000,1987800000000,6435157515,0,4868433228,4.101e-05,0.0005292999999999999,0.03693,0.0001183,0.00035860000000000004,0.0005331,,0.0,0.000227,,,,0,1,0.0,9.373714285714286e-05,0.0032753712871287123,0.0,0.0011230361433286183
1728371,1987800000000,1988100000000,6435157515,0,4868433228,4.387e-05,0.000535,0.03693,0.0001183,0.00035860000000000004,0.0005407,,0.0,0.0002689,,,,0,1,0.0,0.00010027428571428571,0.0033106435643564355,0.0,0.0011369726166902403
1905048,1988100000000,1988400000000,6435157515,0,4868433228,4.196e-05,0.0005302000000000001,0.03693,0.0001183,0.00035860000000000004,0.000536,,0.0,0.0002794,,,,0,1,0.0,9.590857142857143e-05,0.0032809405940594067,0.0,0.0011256163884959928
2080767,1988400000000,1988700000000,6435157515,0,4868433228,4.292e-05,0.0005312,0.03693,0.0001183,0.00035860000000000004,0.000536,,0.0,0.000227,,,,0,1,0.0,9.810285714285714e-05,0.0032871287128712874,0.0,0.0011284105233380483
2270310,1988700000000,1989000000000,6435157515,0,4868433228,4.292e-05,0.0005255,0.03693,0.0001183,0.00035860000000000004,0.0005292999999999999,,0.0,0.0009499,,,,0,1,0.0,9.810285714285714e-05,0.0032518564356435646,0.0,0.001116653097595474
2464481,1989000000000,1989300000000,6435157515,0,4868433228,4.292e-05,0.0005245,0.03693,0.0001173,0.00035860000000000004,0.0005283,,0.0,0.00025180000000000005,,,,0,1,0.0,9.810285714285714e-05,0.0032456683168316834,0.0,0.0011145903913248468
1467213,1992444000000,1992600000000,6435157515,0,17504642,6.294e-05,0.0004654,0.03644,1.621e-05,0.00024700000000000004,0.0005502999999999999,,0.0,0.004967,,19.69,0.1033,0,1,0.0,0.00014386285714285715,0.002879950495049505,0.0,0.0010079377840641207
1937776,1993200000000,1993500000000,6435157515,0,17504642,3.052e-05,0.000453,0.03693,2.003e-05,0.0002604,0.0004539,,0.0,0.0002298,,21.35,0.1088,0,1,0.0,6.976e-05,0.0028032178217821785,0.0,0.0009576592739273928
2273018,1993800000000,1994100000000,6435157515,0,17504642,3.529e-05,0.0004539,0.03693,2.003e-05,0.0002604,0.0004539,,0.0,0.0002918,,23.17,0.1086,0,1,0.0,8.066285714285715e-05,0.002808787128712871,0.0,0.0009631499952852427
2433886,1994100000000,1994400000000,6435157515,0,17504642,3.433e-05,0.0004539,0.03693,2.003e-05,0.0002604,0.0004539,,0.0,0.00028510000000000005,,22.63,0.1043,0,1,0.0,7.846857142857142e-05,0.002808787128712871,0.0,0.0009624185667138143
2614695,1994400000000,1994700000000,6435157515,0,17504642,3.433e-05,0.0004539,0.03693,2.098e-05,0.0002604,0.0004539,,0.0,0.0004568,,22.44,0.1057,0,1,0.0,7.846857142857142e-05,0.002808787128712871,0.0,0.0009624185667138143
2771915,1994700000000,1995000000000,6435157515,0,17504642,3.242e-05,0.0004539,0.03693,2.098e-05,0.0002604,0.0004549,,0.0,0.0003824,,21.75,0.1045,0,1,0.0,7.410285714285714e-05,0.002808787128712871,0.0,0.000960963328618576
2934548,1995000000000,1995300000000,6435157515,0,17504642,3.433e-05,0.0004549,0.03693,2.003e-05,0.0002604,0.0004549,,0.0,0.0003109,,22.97,0.1104,0,1,0.0,7.846857142857142e-05,0.0028149752475247524,0.0,0.0009644812729844413
127173,1995300000000,1995600000000,6435157515,0,17504642,3.529e-05,0.0004549,0.03693,2.003e-05,0.0002604,0.0004549,,0.0,0.0006027000000000001,,24.03,0.1126,0,1,0.0,8.066285714285715e-05,0.0028149752475247524,0.0,0.0009652127015558698
313796,1995600000000,1995900000000,6435157515,0,17504642,3.433e-05,0.0004549,0.03693,2.003e-05,0.0002604,0.0004549,,0.0,0.0002565,,24.48,0.1125,0,1,0.0,7.846857142857142e-05,0.0028149752475247524,0.0,0.0009644812729844413
491076,1995900000000,1996200000000,6435157515,0,17504642,3.433e-05,0.0004549,0.03693,2.003e-05,0.0002604,0.0004549,,0.0,0.0002575,,23.34,0.1112,0,1,0.0,7.846857142857142e-05,0.0028149752475247524,0.0,0.0009644812729844413
659744,1996200000000,1996500000000,6435157515,0,17504642,3.433e-05,0.0004549,0.03693,2.003e-05,0.0002604,0.0004549,,0.0,0.0002766,,22.59,0.1082,0,1,0.0,7.846857142857142e-05,0.0028149752475247524,0.0,0.0009644812729844413
824294,1996500000000,1996800000000,6435157515,0,17504642,3.338e-05,0.0004549,0.03693,2.003e-05,0.0002604,0.0004549,,0.0,0.0002394,,22.47,0.1099,0,1,0.0,7.629714285714287e-05,0.0028149752475247524,0.0,0.0009637574634606317
985845,1996800000000,1997100000000,6435157515,0,17504642,3.147e-05,0.0004549,0.03693,2.098e-05,0.0002604,0.0004549,,0.0,0.000145,,21.19,0.1076,0,1,0.0,7.193142857142858e-05,0.0028149752475247524,0.0,0.0009623022253653937
1164691,1997100000000,1997400000000,6435157515,0,17504642,3.338e-05,0.0004549,0.03693,2.098e-05,0.0002604,0.0004549,,0.0,0.0002785,,22.99,0.1113,0,1,0.0,7.629714285714287e-05,0.0028149752475247524,0.0,0.0009637574634606317
1318358,1997400000000,1997700000000,6435157515,0,17504642,3.529e-05,0.0004549,0.03693,2.098e-05,0.0002604,0.0004549,,0.0,0.0002546,,24.85,0.1116,0,1,0.0,8.066285714285715e-05,0.0028149752475247524,0.0,0.0009652127015558698
1473813,1997700000000,1998000000000,6435157515,0,17504642,3.529e-05,0.0004549,0.03693,2.098e-05,0.0002604,0.0004549,,0.0,0.0002794,,24.58,0.1115,0,1,0.0,8.066285714285715e-05,0.0028149752475247524,0.0,0.0009652127015558698
1627673,1998000000000,1998300000000,6435157515,0,17504642,3.624e-05,0.0004549,0.03693,2.098e-05,0.0002604,0.0004549,,0.0,0.0002975,,22.69,0.1043,0,1,0.0,8.283428571428571e-05,0.0028149752475247524,0.0,0.0009659365110796793
1794445,1998300000000,1998600000000,6435157515,0,17504642,3.815e-05,0.0004549,0.03693,2.098e-05,0.0002604,0.0004549,,0.0,0.00032710000000000004,,24.27,0.1094,0,1,0.0,8.719999999999999e-05,0.0028149752475247524,0.0,0.0009673917491749175
1965565,1998600000000,1998900000000,6435157515,0,17504642,3.719e-05,0.0004549,0.03693,2.098e-05,0.0002604,0.0004549,,0.0,0.0002975,,25.75,0.1134,0,1,0.0,8.500571428571429e-05,0.0028149752475247524,0.0,0.0009666603206034889
2124430,1998900000000,1999200000000,6435157515,0,17504642,3.624e-05,0.0004549,0.03693,2.098e-05,0.0002604,0.0004549,,0.0,0.0002918,,25.59,0.1141,0,1,0.0,8.283428571428571e-05,0.0028149752475247524,0.0,0.0009659365110796793
2277068,1999200000000,1999500000000,6435157515,0,17504642,3.624e-05,0.0004549,0.03693,2.098e-05,0.0002604,0.0004549,,0.0,0.0003109,,25.02,0.1128,0,1,0.0,8.283428571428571e-05,0.0028149752475247524,0.0,0.0009659365110796793
2446313,1999500000000,1999800000000,6435157515,0,17504642,3.624e-05,0.0004549,0.03693,2.098e-05,0.0002604,0.0004549,,0.0,0.0002804,,25.23,0.1136,0,1,0.0,8.283428571428571e-05,0.0028149752475247524,0.0,0.0009659365110796793
2601727,1999800000000,2000100000000,6435157515,0,17504642,3.719e-05,0.0004549,0.03693,2.098e-05,0.0002613,0.0004549,,0.0,0.0003147,,24.22,0.1128,0,1,0.0,8.500571428571429e-05,0.0028149752475247524,0.0,0.0009666603206034889
117172,2000100000000,2000400000000,6435157515,0,17504642,3.529e-05,0.0004549,0.03693,2.193e-05,0.0002613,0.0004549,,0.0,0.0002003,,24.67,0.1109,0,1,0.0,8.066285714285715e-05,0.0028149752475247524,0.0,0.0009652127015558698
262426,2000400000000,2000700000000,6435157515,0,17504642,3.529e-05,0.0004549,0.03693,2.193e-05,0.0002613,0.0004549,,0.0,0.00022030000000000004,,24.34,0.1078,0,1,0.0,8.066285714285715e-05,0.0028149752475247524,0.0,0.0009652127015558698
415302,2000700000000,2001000000000,6435157515,0,17504642,3.719e-05,0.0004549,0.03693,2.193e-05,0.0002613,0.0004549,,0.0,0.0002375,,26.54,0.1126,0,1,0.0,8.500571428571429e-05,0.0028149752475247524,0.0,0.0009666603206034889
568628,2001000000000,2001300000000,6435157515,0,17504642,3.624e-05,0.0004549,0.03693,2.193e-05,0.0002613,0.0004549,,0.0,0.0002108,,26.01,0.1137,0,1,0.0,8.283428571428571e-05,0.0028149752475247524,0.0,0.0009659365110796793
748329,2001300000000,2001600000000,6435157515,0,17504642,3.338e-05,0.0004549,0.03693,2.193e-05,0.0002613,0.0004549,,0.0,0.0001965,,23.2,0.1117,0,1,0.0,7.629714285714287e-05,0.0028149752475247524,0.0,0.0009637574634606317
906561,2001600000000,2001900000000,6435157515,0,17504642,3.338e-05,0.0004559,0.03693,2.193e-05,0.0002613,0.0004559,,0.0,0.0001488,,23.02,0.1088,0,1,0.0,7.629714285714287e-05,0.002821163366336634,0.0,0.0009658201697312589
1071740,2001900000000,2002200000000,6435157515,0,17504642,3.529e-05,0.0004559,0.03693,2.193e-05,0.0002613,0.0004559,,0.0,0.0003033,,23.74,0.1111,0,1,0.0,8.066285714285715e-05,0.002821163366336634,0.0,0.000967275407826497
1225688,2002200000000,2002500000000,6435157515,0,17504642,3.338e-05,0.0004559,0.03693,2.193e-05,0.0002613,0.0004559,,0.0,0.0002193,,22.99,0.1117,0,1,0.0,7.629714285714287e-05,0.002821163366336634,0.0,0.0009658201697312589
1372207,2002500000000,2002800000000,6435157515,0,17504642,3.624e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002174,,24.18,0.1128,0,1,0.0,8.283428571428571e-05,0.002821163366336634,0.0,0.0009679992173503065
1523106,2002800000000,2003100000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.000246,,24.38,0.1091,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
1671379,2003100000000,2003400000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0004768,,24.26,0.1082,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
1820281,2003400000000,2003700000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0004282,,23.57,0.1056,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
1965478,2003700000000,2004000000000,6435157515,0,17504642,3.91e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0003395,,24.28,0.1079,0,1,0.0,8.937142857142857e-05,0.002821163366336634,0.0,0.0009701782649693542
2112586,2004000000000,2004300000000,6435157515,0,17504642,3.719e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0004282,,24.35,0.1071,0,1,0.0,8.500571428571429e-05,0.002821163366336634,0.0,0.0009687230268741161
2284560,2004300000000,2004600000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002079,,25.8,0.1119,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
2441715,2004600000000,2004900000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.00026510000000000005,,26.34,0.1143,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
2588717,2004900000000,2005200000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002441,,26.28,0.1145,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
118626,2005200000000,2005500000000,6435157515,0,17504642,3.91e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.00028900000000000003,,26.32,0.1149,0,1,0.0,8.937142857142857e-05,0.002821163366336634,0.0,0.0009701782649693542
262895,2005500000000,2005800000000,6435157515,0,17504642,3.91e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002861,,25.85,0.1138,0,1,0.0,8.937142857142857e-05,0.002821163366336634,0.0,0.0009701782649693542
403255,2005800000000,2006100000000,6435157515,0,17504642,4.005e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.00025839999999999994,,26.39,0.1161,0,1,0.0,9.154285714285714e-05,0.002821163366336634,0.0,0.0009709020744931637
547022,2006100000000,2006400000000,6435157515,0,17504642,3.91e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0003119,,26.42,0.1156,0,1,0.0,8.937142857142857e-05,0.002821163366336634,0.0,0.0009701782649693542
690640,2006400000000,2006700000000,6435157515,0,17504642,3.91e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002317,,26.71,0.1159,0,1,0.0,8.937142857142857e-05,0.002821163366336634,0.0,0.0009701782649693542
836056,2006700000000,2007000000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002327,,25.75,0.1132,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
984635,2007000000000,2007300000000,6435157515,0,17504642,3.91e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.00026230000000000003,,24.88,0.109,0,1,0.0,8.937142857142857e-05,0.002821163366336634,0.0,0.0009701782649693542
1126308,2007300000000,2007600000000,6435157515,0,17504642,3.91e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002937,,25.65,0.1143,0,1,0.0,8.937142857142857e-05,0.002821163366336634,0.0,0.0009701782649693542
1265561,2007600000000,2007900000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002279,,26.02,0.1161,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
1416265,2007900000000,2008200000000,6435157515,0,17504642,3.91e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002728,,25.88,0.1153,0,1,0.0,8.937142857142857e-05,0.002821163366336634,0.0,0.0009701782649693542
1561253,2008200000000,2008500000000,6435157515,0,17504642,3.91e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.00025839999999999994,,26.27,0.1162,0,1,0.0,8.937142857142857e-05,0.002821163366336634,0.0,0.0009701782649693542
1706151,2008500000000,2008800000000,6435157515,0,17504642,3.91e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0003033,,26.17,0.1144,0,1,0.0,8.937142857142857e-05,0.002821163366336634,0.0,0.0009701782649693542
1851732,2008800000000,2009100000000,6435157515,0,17504642,3.91e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002689,,26.18,0.1142,0,1,0.0,8.937142857142857e-05,0.002821163366336634,0.0,0.0009701782649693542
1994707,2009100000000,2009400000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002937,,25.54,0.1149,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
2143190,2009400000000,2009700000000,6435157515,0,17504642,3.624e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002508,,24.77,0.1131,0,1,0.0,8.283428571428571e-05,0.002821163366336634,0.0,0.0009679992173503065
2296593,2009700000000,2010000000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.000433,,26.45,0.1151,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
2468336,2010000000000,2010300000000,6435157515,0,17504642,3.719e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002003,,25.76,0.1134,0,1,0.0,8.500571428571429e-05,0.002821163366336634,0.0,0.0009687230268741161
114278,2010300000000,2010600000000,6435157515,0,17504642,3.719e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002003,,26.09,0.1155,0,1,0.0,8.500571428571429e-05,0.002821163366336634,0.0,0.0009687230268741161
261286,2010600000000,2010900000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002375,,26.23,0.1156,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
418868,2010900000000,2011200000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.00024700000000000004,,25.76,0.1149,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
570067,2011200000000,2011500000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002794,,25.81,0.1136,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
715927,2011500000000,2011800000000,6435157515,0,17504642,3.91e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0003843,,26.21,0.1139,0,1,0.0,8.937142857142857e-05,0.002821163366336634,0.0,0.0009701782649693542
860953,2011800000000,2012100000000,6435157515,0,17504642,3.719e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0003719,,26.28,0.1149,0,1,0.0,8.500571428571429e-05,0.002821163366336634,0.0,0.0009687230268741161
1002067,2012100000000,2012400000000,6435157515,0,17504642,3.91e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0006342,,26.99,0.1154,0,1,0.0,8.937142857142857e-05,0.002821163366336634,0.0,0.0009701782649693542
1148070,2012400000000,2012700000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.00034330000000000005,,26.66,0.1146,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
1288188,2012700000000,2013000000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002451,,25.62,0.1134,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
1433580,2013000000000,2013300000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.000246,,24.47,0.1073,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
1570417,2013300000000,2013600000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002613,,24.31,0.1061,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
1706510,2013600000000,2013900000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002184,,24.49,0.1069,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
1847105,2013900000000,2014200000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.000206,,24.56,0.1091,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
1996655,2014200000000,2014500000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.00023650000000000006,,24.5,0.1069,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
2139079,2014500000000,2014800000000,6435157515,0,17504642,4.005e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0003033,,24.8,0.1074,0,1,0.0,9.154285714285714e-05,0.002821163366336634,0.0,0.0009709020744931637
2278377,2014800000000,2015100000000,6435157515,0,17504642,3.91e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002766,,25.6,0.1115,0,1,0.0,8.937142857142857e-05,0.002821163366336634,0.0,0.0009701782649693542
2427455,2015100000000,2015400000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.000392,,26.04,0.114,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
127947,2015400000000,2015700000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002327,,25.91,0.1141,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
300564,2015700000000,2016000000000,6435157515,0,17504642,3.91e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002718,,26.65,0.115,0,1,0.0,8.937142857142857e-05,0.002821163366336634,0.0,0.0009701782649693542
470292,2016000000000,2016300000000,6435157515,0,17504642,3.719e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002213,,26.05,0.1149,0,1,0.0,8.500571428571429e-05,0.002821163366336634,0.0,0.0009687230268741161
637623,2016300000000,2016600000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0003691,,25.91,0.115,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
829924,2016600000000,2016900000000,6435157515,0,17504642,3.815e-05,0.0004559,0.03693,2.193e-05,0.00026230000000000003,0.0004559,,0.0,0.0002527,,25.6,0.1135,0,1,0.0,8.719999999999999e-05,0.002821163366336634,0.0,0.0009694544554455447
2157034,2024161000000,2024400000000,6435157515,0,82786894,0.0003147,0.0006104,0.03296,5.627e-05,0.0002193,0.001707,,0.0,0.002083,,1.137,0.001539,0,1,0.0,0.0007193142857142858,0.003777227722772277,0.0,0.0014988473361621877
2551529,2025000000000,2025300000000,6435157515,0,82786894,2.67e-05,0.000515,0.03687,3.529e-05,0.0002766,0.000535,,0.0,0.0005569,,17.56,0.09746,0,1,0.0,6.1028571428571425e-05,0.003186881188118812,0.0,0.0010826365865157946
262562,2025600000000,2025900000000,6435157515,0,82786894,2.861e-05,0.0005026,0.03687,3.529e-05,0.0002766,0.0005112,,0.0,0.0006819,,17.8,0.09714,0,1,0.0,6.539428571428572e-05,0.003110148514851485,0.0,0.0010585142668552568
405155,2025900000000,2026200000000,6435157515,0,82786894,2.861e-05,0.0004959,0.03687,3.529e-05,0.0002766,0.0005007,,0.0,0.0006256,,18.07,0.09856,0,1,0.0,6.539428571428572e-05,0.003068688118811881,0.0,0.0010446941348420556
554554,2026200000000,2026500000000,6435157515,0,82786894,2.956e-05,0.0004749,0.03687,3.529e-05,0.0002766,0.0004892,,0.0,0.0004759,,19.3,0.1008,0,1,0.0,6.756571428571428e-05,0.0029387376237623762,0.0,0.0010021011126826968
703583,2026500000000,2026800000000,6435157515,0,82786894,3.147e-05,0.0004711,0.03687,3.529e-05,0.0002766,0.0004778000000000001,,0.0,0.000412,,18.73,0.09532,0,1,0.0,7.193142857142858e-05,0.0029152227722772277,0.0,0.000995718066949552
843949,2026800000000,2027100000000,6435157515,0,82786894,3.242e-05,0.0004692,0.03687,3.529e-05,0.0002766,0.0004778000000000001,,0.0,0.0007811,,21.55,0.1029,0,1,0.0,7.410285714285714e-05,0.002903465346534654,0.0,0.0009925227345591702
